listing_id;description;room_type;price;neighborhood_full;host_name;last_review
75635;Bright Cozy Chinatown Studio Apt.;Entire home/apt;150 dollars;Manhattan, Lower East Side;Patricia;21/06/2027
76761;Eveland the Place to Stay & Enjoy a 5-‚?êÔ?è 2bdrm;Entire home/apt;169 dollars;Brooklyn, South Slope;Evelyn;21/06/2028
77765;Superior @ Box House;private room;179 dollars;Brooklyn, Greenpoint;The Box House Hotel;21/07/2001
77936;Hells Kitchen Garden of Eden;private room;150 dollars;Manhattan, Hell's Kitchen;Moss Owen;21/06/2014
79067;Lovely 3 bedroom in Italianate Brownstone w/garden;Entire home/apt;350 dollars;Brooklyn, Clinton Hill;Bliss;21/04/2020
79782;Williamsburg HUGE, PRIVATE BATH - Next to Train!;PRIVATE ROOM;120 dollars;Brooklyn, Williamsburg;Pam;21/03/1931
80493;Cozy room in East Village with AC;PRIVATE ROOM;71 dollars;Manhattan, East Village;Jennifer;21/07/2004
80700;Loft w/ Terrace @ Box House Hotel;Private room;349 dollars;Brooklyn, Greenpoint;The Box House Hotel;21/05/2024
82550;Columbia Castle 2 BR;Entire home/apt;200 dollars;Brooklyn, Brooklyn Heights;Christopher;21/06/1930
82638;Charming Artist's Flat, East Village;Entire home/apt;169 dollars;Manhattan, East Village;Sarah;21/06/2006
82928;BEAUTIFUL 2 BEDROOM APARTMENT;Entire home/apt;185 dollars;Brooklyn, Bedford-Stuyvesant;Ruthven;21/07/2002
83243;Brooklyn Cove Studio Apt w/ Garden!!;Entire home/apt;65 dollars;Brooklyn, Bushwick;Julian;21/06/2010
83847;East Village Designer's 1-BR APT;Entire home/apt;225 dollars;Manhattan, East Village;Yvette;21/01/2002
84010;Superior @ Box House;Private room;179 dollars;Brooklyn, Greenpoint;The Box House Hotel;21/06/2027
84659;Large Studio--Heart of East Village;entire home/apt;139 dollars;Manhattan, East Village;Kyle;21/06/2026
84905;Huge.Bright.Clean.Safe. Private Room;PRIVATE ROOM;95 dollars;Manhattan, Two Bridges;Ange;21/06/2023
85094;Garden 1BR/1BA Brownstone Apt - 2 blocks to subway;Entire home/apt;79 dollars;Brooklyn, Crown Heights;Alex;21/01/2014
86215;MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN;Entire home/apt;150 dollars;Manhattan, Lower East Side;T;21/06/2024
89621;WONDERFUL, COMFORTABLE STUDIO;entire home/apt;90 dollars;Brooklyn, Bedford-Stuyvesant;Marylyn;21/06/2028
93313;MAISON DES SIRENES 2;Entire home/apt;120 dollars;Brooklyn, Bedford-Stuyvesant;Nathalie;21/06/2023
94035;Modern, Safe, Clean, Bright Room in Astoria for 2;Private room;80 dollars;Queens, Astoria;Savannah;21/07/2006
94477;The Vernon On Greene;Entire home/apt;175 dollars;Brooklyn, Bedford-Stuyvesant;Jason;21/07/2005
94783;Beautiful, Bright‚Äôs, Warm & Spacious 1.5BR Apt;Entire home/apt;120 dollars;Brooklyn, Crown Heights;Keishera;21/06/2021
96471;The Brooklyn Waverly, One Bedroom;private room;165 dollars;Brooklyn, Clinton Hill;Sahr;21/06/2007
99070;Comfortable Cozy Space in El Barrio;Shared room;65 dollars;Manhattan, East Harlem;Liz And Melissa;21/05/2026
99085;Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019;Entire home/apt;123 dollars;Brooklyn, Fort Greene;Wanda;21/05/2001
100002;MANHATTAN Neat, Nice, Bright ROOM;Private room;67 dollars;Manhattan, Washington Heights;Giorgio;21/06/2017
100184;Bienvenue;private room;50 dollars;Queens, Queens Village;NA;21/07/2008
100186;Large Brand New Park Slope 1BR;Entire home/apt;130 dollars;Brooklyn, Gowanus;Mi;21/06/2028
101053;Colorful Artistic Williamsburg Apt;Private room;100 dollars;Brooklyn, Williamsburg;Lee And Tara;21/03/2001
103161;Artsy TopFloor Apt in PRIME BEDFORD Williamsburg;Entire home/apt;190 dollars;Brooklyn, Williamsburg;Ade;21/06/2026
103806;BOHEMIAN EAST VILLAGE 2 BED HAVEN;Entire home/apt;249 dollars;Manhattan, East Village;Jason;21/05/2027
105510;Private 1-Bedroom Apt in Townhouse;entire home/apt;100 dollars;Brooklyn, Crown Heights;Alex;21/01/2005
106363;Bright Room With A Great River View;PRIVATE ROOM;60 dollars;Manhattan, Harlem;Alicia;21/06/2026
106647;Tree lined block modern apartment;Entire home/apt;135 dollars;Brooklyn, Bedford-Stuyvesant;Olivia;21/06/2016
107630;Sweet Historic Greenpoint Duplex;ENTIRE HOME/APT;175 dollars;Brooklyn, Greenpoint;Maya;21/06/2020
107895;Riverside Charm with Fire Place;Entire home/apt;120 dollars;Manhattan, Upper West Side;Kai;21/06/2019
110739;Very Central, Nomad/Chelsea Loft Studio;entire home/apt;169 dollars;Manhattan, Midtown;Driss;21/07/2003
112435;ALL ABOUT A VERY COMFORTABLE ROOM..;Private room;95 dollars;Brooklyn, Fort Greene;Carol;21/05/2024
113265;Brooklyn- Crown Heights Garden Apt.;Private room;55 dollars;Brooklyn, Crown Heights;Anthony;21/06/2021
113945;Cozy room in Time Square!;private room;85 dollars;Manhattan, Hell's Kitchen;Natalia;21/05/2011
114123;Large Park Slope Townhouse Duplex;Entire home/apt;199 dollars;Brooklyn, South Slope;Susi;21/05/2019
114229;Lower East Side 2 Bedroom Apt;Entire home/apt;211 dollars;Manhattan, Lower East Side;Tony;21/06/2008
115535;Sun-Drenched Hamilton Hts Jewel;Private room;65 dollars;Manhattan, Harlem;Jane;21/06/2001
115678;Your Stunning Vacation Apartment!;Entire home/apt;99 dollars;Manhattan, Harlem;Will;21/06/2023
115748;1 BDRM Apt-Weekend Sublease;Entire home/apt;110 dollars;Queens, Astoria;Lilly;21/06/2016
116940;ROOM WITH A  KITCHENETTE;entire home/apt;80 dollars;Brooklyn, Crown Heights;Marylyn;21/06/2024
118061;Style in Stuyvesant Heights;Entire home/apt;110 dollars;Brooklyn, Bedford-Stuyvesant;Roberta;21/06/2028
118430;Heart of Meatpacking & Chelsea;Private room;290 dollars;Manhattan, Chelsea;Paul;21/01/2003
120362;Williamsburg apartment right by the subway;entire home/apt;190 dollars;Brooklyn, Williamsburg;Itamar;21/07/2002
121687;Spacious Brooklyn Loft - 2 Bedroom;Entire home/apt;200 dollars;Brooklyn, Williamsburg;Vikram;21/06/2023
123784;NYC Studio for Rent in Townhouse;Entire home/apt;110 dollars;Manhattan, Harlem;Christopher;21/06/2016
125053;‚ö°Quiet Gem w/roof deck on NY's Hottest Street‚ö°;Entire home/apt;395 dollars;Manhattan, East Village;Justin;21/07/2001
125163;Authentic New York City Living;Private room;99 dollars;Brooklyn, Bedford-Stuyvesant;Rodney;21/06/2003
125594;SUPER BIG AND COZY PRIVATE BEDROOM;private room;39 dollars;Brooklyn, Kensington;Antonín;21/05/2019
126443;‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests;entire home/apt;189 dollars;Manhattan, East Village;Seith;21/07/2007
128975;City Room - Street View Apt;ENTIRE HOME/APT;122 dollars;Manhattan, Harlem;Wayne;21/06/2013
131154;Cozy and Bright One Bedroom in BK;Entire home/apt;165 dollars;Brooklyn, Greenpoint;Lauren;21/07/2007
132516;Forest Hills Apt minutes to midtown Manhattan;Entire home/apt;97 dollars;Queens, Forest Hills;Jean;21/07/2001
133025;Midtown cozy convenient;PRIVATE ROOM;130 dollars;Manhattan, Murray Hill;Tracy;21/06/2006
134934;Prime Williamsburg Apartment;entire home/apt;225 dollars;Brooklyn, Williamsburg;Giovanni;21/05/1930
135393;Private, spacious room in Brooklyn;Private room;50 dollars;Brooklyn, East Flatbush;Karen;21/06/2024
135465;Garden apartment close to Manhattan;Entire home/apt;170 dollars;Brooklyn, Fort Greene;Christopher;21/06/2020
136493;Stunning arty 3200sf 3FLR+3BR townhome w/terrace;Entire home/apt;250 dollars;Brooklyn, Park Slope;Irena;21/05/2027
139624;Spacious,Sunny, private one bedroom;Entire home/apt;64 dollars;Brooklyn, Crown Heights;Jessica;21/01/1931
140133;Truly Amazing Oasis In The City;entire home/apt;249 dollars;Brooklyn, Williamsburg;Daniel;21/07/2005
140973;East Village, King-Sized, Charmer;ENTIRE HOME/APT;185 dollars;Manhattan, East Village;Dave;21/05/2026
141154;Affordable Furnished Apartment;Entire home/apt;120 dollars;Brooklyn, Boerum Hill;Mark;21/06/2022
141984;Charming Nolita Apartment!!;entire home/apt;175 dollars;Manhattan, Nolita;Vanessa;21/06/2010
144087;LUXURY OF THE HORIZON;entire home/apt;259 dollars;Manhattan, Harlem;Rinaldo;21/05/2018
146754;Three-bedroom house in a quiet neighborhood;entire home/apt;250 dollars;Brooklyn, Windsor Terrace;Meighan;21/04/2027
147586;Beautiful Duplex w/Private Garden;entire home/apt;295 dollars;Manhattan, Harlem;Julie;21/06/2016
148259;Garage Designer Loft;entire home/apt;451 dollars;Brooklyn, Williamsburg;Mihalis;21/05/2011
148825;Best City Area Columbia U Upper West Side C Park;Entire home/apt;165 dollars;Manhattan, Upper West Side;B.;21/06/2029
149777;Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!;ENTIRE HOME/APT;77 dollars;Bronx, Woodlawn;Dee, Dre & Mama Shelley;21/06/2023
150804;Lower East Side 2 Bed Apt.;Entire home/apt;250 dollars;Manhattan, Lower East Side;Peter;21/07/2006
151199;Astoria-Private Home NYC-;Entire home/apt;129 dollars;Queens, Astoria;Gladys & Bob;21/07/2003
152078;CHARMING PRIVATE BEDROOM EAST VILLAGE;Private room;95 dollars;Manhattan, East Village;Ewelina;21/02/2012
152259;City Room - Semi Private Bedroom;Private room;55 dollars;Manhattan, Harlem;Wayne;21/05/2028
152263;Cozy apartment in a brownstone;ENTIRE HOME/APT;300 dollars;Manhattan, Harlem;William;21/07/2006
153405;Greenpoint Spacious Loft;entire home/apt;125 dollars;Brooklyn, Greenpoint;Pat;21/06/2016
153780;Private E. Village Townhouse Stay;Private room;175 dollars;Manhattan, East Village;Donna;21/06/2028
155296;Incredible Prime Williamsburg Loft!;Entire home/apt;255 dollars;Brooklyn, Williamsburg;Meredith;21/05/2002
157673;Large  Loft Style  Studio  Space;entire home/apt;72 dollars;Brooklyn, Bedford-Stuyvesant;Tokunbo;21/06/2016
158176;Entire Apt in Heart of Williamsburg;ENTIRE HOME/APT;165 dollars;Brooklyn, Williamsburg;Laura;21/06/2029
158290;Clinton Hill + Free Coffee = #smile;Private room;75 dollars;Brooklyn, Clinton Hill;Pepe;21/05/2020
158955;PRIVATE and SUNNY Williamsburg Apt!;ENTIRE HOME/APT;139 dollars;Brooklyn, Williamsburg;Amia;21/06/2029
159749;Purple Room for 2/3 in brownstone $1450 per month;private room;88 dollars;Brooklyn, Bedford-Stuyvesant;JT And Tiziana;21/07/2001
159815;Red Room for two in Brownstone for $1355/mo;PRIVATE ROOM;80 dollars;Brooklyn, Bedford-Stuyvesant;JT And Tiziana;21/06/2024
159913;Chelsea living, 2BR best location;Private room;150 dollars;Manhattan, Chelsea;Kaye;21/07/2003
160609;LOCATION LOCATION LOCATION UWS 60's;Entire home/apt;200 dollars;Manhattan, Upper West Side;Ligia;21/01/2001
160994;In the heart of East Village;ENTIRE HOME/APT;200 dollars;Manhattan, East Village;James;21/06/2024
161366;Sunny 15min to Manhattan LADY only;Private room;42 dollars;Queens, Sunnyside;Lucy;21/06/2001
161996;Manhattan Penthouse-Max.12 guests;ENTIRE HOME/APT;295 dollars;Manhattan, Harlem;"Robert ""Bob""";21/06/2026
162508;Beautiful Brooklyn Oasis;entire home/apt;130 dollars;Brooklyn, Crown Heights;Placid;21/06/2028
163809;Cool & Spacious Harlem Artist Flat;Entire home/apt;198 dollars;Manhattan, Harlem;Jorin;21/06/2003
163814;‚òÜ STUDIO East Village ‚òÜ Own bath! ‚òÜ Sleeps 4 ‚òÜ;Entire home/apt;99 dollars;Manhattan, East Village;Seith;21/07/2005
163836;Greenpoint Loft / Le Chez Andrea;PRIVATE ROOM;46 dollars;Brooklyn, Greenpoint;Andrea;21/06/2008
164989;*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*;private room;140 dollars;Manhattan, SoHo;Jade;21/06/2016
165461;Couldn't Be Closer To Columbia Uni2;Private room;75 dollars;Manhattan, Morningside Heights;Rahul;21/01/2001
165824;Lady only Curtain-divided room;private room;33 dollars;Queens, Sunnyside;Lucy;21/05/2001
166172;LG Private Room/Family Friendly;private room;60 dollars;Brooklyn, Bushwick;Wanda;21/07/2007
166541;Spacious Quiet rm - 20mins to Midtown;private room;75 dollars;Manhattan, Washington Heights;Yvette;21/06/2015
167482;Charming upper west side apartment;ENTIRE HOME/APT;185 dollars;Manhattan, Upper West Side;Barbara;21/06/2007
168084;Light-filled East Village Delight;ENTIRE HOME/APT;190 dollars;Manhattan, East Village;Chris;21/06/1930
168123;Sunny, quiet, legal homelike suite-Pk Slope South;Entire home/apt;105 dollars;Brooklyn, South Slope;Sara;21/07/2001
169002;Modern Space in Charming Pre-war;Private room;65 dollars;Manhattan, Harlem;Alec;21/06/2016
169306;Affordable & Cozy;PRIVATE ROOM;37 dollars;Bronx, University Heights;Vanessa;21/05/2021
169464;Creative Vintage Loft in S. Williamsburg;ENTIRE HOME/APT;85 dollars;Brooklyn, Williamsburg;Ali & SweetPea;21/05/2016
170761;Fort Greene, Brooklyn: Front Bedroom;Private room;85 dollars;Brooklyn, Fort Greene;Doug;21/07/2002
173072;Cozy Pre-War Harlem Apartment;Shared room;49 dollars;Manhattan, Harlem;Lewis;21/07/2006
173151;spacious studio;Private room;91 dollars;Brooklyn, Greenpoint;Jane;21/06/2024
173742;Elegant 2-BR duplex, Union Square;Entire home/apt;400 dollars;Manhattan, Gramercy;Donna;21/06/2023
176653;East Village bedroom w rooftop;private room;100 dollars;Manhattan, East Village;Cj;21/05/2007
176962;Williamsburg Home Away From Home!;entire home/apt;179 dollars;Brooklyn, Williamsburg;Dani;21/04/2013
177421;Brand New Beautiful Duplex Apartment with Garden;Entire home/apt;500 dollars;Brooklyn, Greenpoint;Sarah;21/06/2024
177495;PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea;entire home/apt;429 dollars;Manhattan, Chelsea;Amit;21/06/2024
177606;SPACIOUS ALCOVE STUDIO/ JUNIOR ONE;Entire home/apt;189 dollars;Manhattan, Kips Bay;Kathrine;21/06/2023
179670;High-end doorman bldg in the LES;Private room;120 dollars;Manhattan, Lower East Side;Milan;21/06/2027
179741;Spring & Mulberry 2 Bedroom Apartment;Entire home/apt;300 dollars;Manhattan, Nolita;Tony;21/06/2028
180792;Modern Garden Apartment in NYC;Entire home/apt;95 dollars;Queens, Astoria;Jason;21/04/2004
181972;Gorgeous Entire Manhattan Townhouse;ENTIRE HOME/APT;199 dollars;Manhattan, Harlem;Rosario;21/06/2002
182069;Cozy studio Apartment in Upper East;entire home/apt;120 dollars;Manhattan, East Harlem;Mat;21/06/2020
182095;Historic classic central cozy Village clean NYU;Entire home/apt;199 dollars;Manhattan, West Village;Mike;21/04/2029
182177;A PRIVATE FLAT / APARTMENT- $SPECIAL$;ENTIRE HOME/APT;125 dollars;Bronx, Allerton;Christian & Carla;21/06/2020
182649;Williamsburg bedroom by Bedford Ave;Private room;70 dollars;Brooklyn, Williamsburg;Obed;21/06/2018
185266;Clean and bright with a comfortable atmosphere;Private room;75 dollars;Brooklyn, Williamsburg;Lisa;21/07/2006
187566;Historic Brooklyn Studio Apartment;entire home/apt;99 dollars;Brooklyn, Bedford-Stuyvesant;Andrew & Markus;21/06/2010
189135;Hell's Kitchen Funky 80's Hideaway!;Private room;99 dollars;Manhattan, Hell's Kitchen;Michael;21/07/2001
189732;Family & Friends in New York City;ENTIRE HOME/APT;169 dollars;Brooklyn, East New York;O'Dell;21/06/2029
189787;Spacious & Comfy BK Brownstone;Entire home/apt;99 dollars;Brooklyn, Crown Heights;Sundiata;21/06/1930
190267;Large Luxury Upper East Side Studio;entire home/apt;169 dollars;Manhattan, Upper East Side;Marina;21/07/2007
190542;Chateau Style Brooklyn Loft for Singles or Couples;Entire home/apt;160 dollars;Brooklyn, Bedford-Stuyvesant;Farrah;21/05/2018
190968;Lovely Brooklyn Brownstone 1BR!;Entire home/apt;215 dollars;Brooklyn, Prospect Heights;Karen;21/05/2008
190974;Beautiful Grdn. Apt. in Park Slope;Entire home/apt;130 dollars;Brooklyn, Park Slope;Alan;21/05/2029
191075;Sun-drenched East Village Penthouse;private room;110 dollars;Manhattan, East Village;Matthew;21/03/2028
193105;Columbus Circle Luxury Bldg - Private Room&Bath;PRIVATE ROOM;150 dollars;Manhattan, Hell's Kitchen;Marcela;21/06/2029
193393;Spacious, Kid-Friendly, and 15-20 Mins. to Midtown;Private room;75 dollars;Queens, Sunnyside;Mike;21/06/2025
195123;Cheerful, comfortable room;PRIVATE ROOM;50 dollars;Manhattan, Washington Heights;Susan;21/06/2012
195233;Hospitality on Propsect Pk-12 yrs Hosting Legally!;private room;43 dollars;Brooklyn, Prospect-Lefferts Gardens;Dennis;21/07/2004
195240;Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!;PRIVATE ROOM;42 dollars;Brooklyn, Prospect-Lefferts Gardens;Dennis;21/06/2017
195971;2 Beds over Bed-Stuy;Entire home/apt;139 dollars;Brooklyn, Bedford-Stuyvesant;Tim;21/06/2023
195989;Sunny, Large, Park Slope Bedroom;Private room;105 dollars;Brooklyn, Park Slope;Elizabeth;21/06/2015
197155;Quiet Jr Alcove Near Times Square!;Entire home/apt;149 dollars;Manhattan, Hell's Kitchen;Vlad;21/06/2023
197753;Large room in elevator drman bldg;private room;68 dollars;Manhattan, Harlem;Colin;21/06/2012
197942;Comfy, Cozy, Brooklyn close to Manhattan;Entire home/apt;99 dollars;Brooklyn, Bedford-Stuyvesant;Toni;21/07/2007
199195;Modern Bedroom in Hamilton Heights;PRIVATE ROOM;75 dollars;Manhattan, Harlem;Jabari;21/03/1930
199312;Sunny Space in Williamsburg;Private room;100 dollars;Brooklyn, Williamsburg;Susanne;21/06/2024
201992;Serene Park Slope Garden Apartment;Entire home/apt;190 dollars;Brooklyn, Park Slope;Andrea;21/05/2011
204065;St. James Pl Garden Studio 1block to PRATT &Gtrain;entire home/apt;248 dollars;Brooklyn, Clinton Hill;Erica;21/06/2004
204959;Comfortable. Spacious. Private Room.;Private room;95 dollars;Manhattan, Chinatown;Ange;21/07/2002
205043;Modern Condo in Midtown;private room;150 dollars;Manhattan, Theater District;Welcome To My Place;21/06/2020
205485;Ideal Brooklyn Brownstone Apartment;entire home/apt;145 dollars;Brooklyn, Bedford-Stuyvesant;Zora & Chris;21/06/2011
205735;A Cozy Oasis in Bushwick, NY;Private room;41 dollars;Brooklyn, Bushwick;Danielle;21/04/1930
205867;Private Entrance - Private Parking;Entire home/apt;120 dollars;Brooklyn, Williamsburg;Tiffaney;21/07/2003
206071;Yankee Stadium Oasis 2 stops to Manhattan!;Private room;50 dollars;Bronx, Concourse Village;Lori;21/06/2025
206772;Williamsburg Exposed Brick Loft;Entire home/apt;195 dollars;Brooklyn, Williamsburg;Evan;21/05/2026
208889;Welcome to Brooklyn! Bed-Stuy;ENTIRE HOME/APT;145 dollars;Brooklyn, Bedford-Stuyvesant;Jameelah;21/06/2024
209310;Sunnyside NYC/ AC room/ city views/ near Midtown;private room;50 dollars;Queens, Sunnyside;Iulia;21/05/2028
211974;East Village House -- Unique!;entire home/apt;250 dollars;Manhattan, East Village;Goldi;21/07/2001
212109;2-bedroom share in heart of Greenwich Village!;Private room;80 dollars;Manhattan, West Village;Susan;21/06/1930
212178;1 Bedroom Pre War apt;entire home/apt;230 dollars;Manhattan, Theater District;Jeremy;21/06/2019
213272;CreaTive Live-In Artspace/Birdsnest;private room;40 dollars;Brooklyn, Bushwick;Meli;21/04/2021
215560;Sunny, calm room in Victorian home;Private room;79 dollars;Brooklyn, Bedford-Stuyvesant;Mary;21/06/2025
215784;Modern Unique Studio in NYC;Entire home/apt;95 dollars;Queens, Long Island City;Jason;21/03/1931
215907;2 Bed, 2 Bath Apartment on Central Park West;Entire home/apt;300 dollars;Manhattan, Upper West Side;Keenan & Emily;21/04/2022
218358;Your Haven in the Upper West Side;PRIVATE ROOM;80 dollars;Manhattan, Harlem;Orlando;21/06/2003
219066;Wonderful Studio In Brooklyn, NY!!!;Entire home/apt;110 dollars;Brooklyn, Bensonhurst;Yana;21/01/2019
219922;Lovely Bdr in Harlem, Manhattan;PRIVATE ROOM;100 dollars;Manhattan, Harlem;Carmel;21/05/2025
220351;THE BEST DEAL ON THE HUDSON RIVER!!;Private room;55 dollars;Manhattan, Harlem;Boubacar And Pattee;21/02/2028
220946;Newly Reno‚Äôd Chic Quiet Exec 1BR;entire home/apt;146 dollars;Manhattan, East Village;Lisa;21/06/2016
221097;Large Artist Floorthru- Greenpoint;Entire home/apt;116 dollars;Brooklyn, Greenpoint;Deborah;21/03/2015
221618;Gorgeous PermaGO Private Room in FiDi - 1/2;Private room;150 dollars;Manhattan, Tribeca;Gershwyn;21/05/2021
222304;BEST DEAL IN CHELSEA 1 bdrm NYC;Entire home/apt;199 dollars;Manhattan, Chelsea;Anton;21/05/2008
223930;Lovely Apartment;Entire home/apt;150 dollars;Brooklyn, Prospect Heights;Rosalynn;21/06/2023
